index,sub_id,obj_id,obj_type,display_name,area_id,x,y,z,poly,component,issue,prefab_path
948,75499013,8,2,通用传送车站,20301,3461.36,0.0,2179.82,98280,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
949,75499014,8,2,通用传送车站,20301,3262.17725,0.0,2174.35083,97670,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
950,75499015,8,2,通用传送车站,20302,3578.87,0.0,1852.71,55981,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
951,75499016,8,2,通用传送车站,20302,3589.55,0.0,2037.15,55792,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
952,75499017,8,2,通用传送车站,20402,4089.76,0.0,2009.02,52858,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
953,75499018,8,2,通用传送车站,20401,3835.6,0.0,2050.85,55523,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
954,75499019,8,2,通用传送车站,20401,3843.92,0.0,1792.64,131101,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
955,75499020,8,2,通用传送车站,20403,3580.7,0.0,1529.57,101531,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
956,75499021,8,2,通用传送车站,20403,3504.05,0.0,1412.38,59665,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
957,75499022,8,2,通用传送车站,20403,3318.72388,0.0,1532.01147,100580,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
958,75499023,8,2,通用传送车站,21002,2938.03564,0.0,1532.17993,110078,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
959,75499024,8,2,通用传送车站,20403,3196.69,0.055008918,1637.74,225934,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
960,75499025,8,2,通用传送车站,21002,2556.27,0.0,1542.49,102856,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
961,75499026,8,2,通用传送车站,21001,2553.34,0.0,1829.52,111262,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
962,75499027,8,2,通用传送车站,21001,2390.98,0.0,1959.21,107576,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
963,75499028,8,2,通用传送车站,20903,2309.6,0.0,2069.12,44237,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
